Part Number,Use for,Capacitance,Tolerance,Size(inch/mm),Rated Vdc,TCC,T Size Max,Features
CL10B221KC8NNW,General,220pF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL31B221KGFNNW,General,220pF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL31C221JHFNNW,General,220pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C221JB8N4N,General,220pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C221JIHNW6,General,220pF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL31C221JCCNNN,General,220pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31B221KBCNNW,General,220pF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL10C221JD8NNN,General,220pF, +/-5%,0603/1608,200Vdc,C0G,0.9mm,Features Normal
CL05B221JB5NNN,General,220pF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL03B221KA3NNW,General,220pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL31C221JIHNNN,General,220pF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL05C221JA5NNW,General,220pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL31C221JGFNNW,General,220pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL03B221KO3NNW,General,220pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL10C221JC8NNW,General,220pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03A221KA3NNW,General,220pF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL05C221JO5NNN,General,220pF, +/-5%,0402/1005,16Vdc,C0G,0.55mm,Features Normal
CL31B221KBCNNN,General,220pF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL31C221JHFNW6,General,220pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C221JIHNFN,General,220pF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL31C221JCCNNW,General,220pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL05B221KA5NNW,General,220pF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL31C221JHFNFN,General,220pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C221JBCNNW,General,220pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C221JDCNNN,General,220pF, +/-5%,1206/3216,200Vdc,C0G,1mm,Features Normal
CL10B221JB8NNN,General,220pF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31B221KCFNNW,General,220pF, +/-10%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL31B221KGFNNN,General,220pF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL10B221KB8NNN,General,220pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C221JB8NNN,General,220pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10B201KB8NNW,General,200pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C201JB8NFN,General,200pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C201JB8NNW,General,200pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C201JB8NNN,General,200pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10B201KB8NNN,General,200pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05C201JB5NNN,General,200pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C201JB5NNW,General,200pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C181JA5NNN,General,180pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C181JB5NNN,General,180pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C181JB8NNW,General,180pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C181FB5NNW,General,180pF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C181JHFNNN,General,180pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C181JC5NNN,General,180pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL31C181JGFNNN,General,180pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL05B181KB5NNN,General,180pF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05C181JB5NNW,General,180pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C181JC8NNW,General,180pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL31C181JGFNNW,General,180pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL05B181KB5NNW,General,180pF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10C181JB8NNN,General,180pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C181JIHNNN,General,180pF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL10C181JB8NFN,General,180pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C181JBCNNN,General,180pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C181JGFNFN,General,180pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C181JBCNNW,General,180pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C181JHFNNW,General,180pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C181JIHNNW,General,180pF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL05C181JA5NNW,General,180pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C161JB5NNN,General,160pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C161JB8NNN,General,160pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C161JB5NNW,General,160pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C161JB8NNW,General,160pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C151JIFNNN,General,150pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL03A151KA3NNW,General,150pF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL10B151KB8NNN,General,150pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C151JB8NFN,General,150pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05B151KB5NNW,General,150pF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL31C151JGFNNN,General,150pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C151JIFNNW,General,150pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL03B151KA3NNW,General,150pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL03B151KO3NNN,General,150pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL03C151JB3NNN,General,150pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL10C151JB8NNN,General,150pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03B151KO3NNW,General,150pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL10C151JC8NNW,General,150pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL10C151KB8N4N,General,150pF, +/-10%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C151JB5NNN,General,150pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C151JHFNNN,General,150pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C151JHFNNW,General,150pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C151JB8NCN,General,150pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C151JB8NNW,General,150pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03B151KA3NNN,General,150pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL31C151JGFNNW,General,150pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C151JCCNNN,General,150pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL05C151JB5NFN,General,150pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C151JHFNFN,General,150pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C151JA5NNW,General,150pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C151JB5NNW,General,150pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C151JIHNW6,General,150pF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL10B151KB8NNW,General,150pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C151JC8NNN,General,150pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05B151KB5NNN,General,150pF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10C151JB8N4N,General,150pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C151KDFNNW,General,150pF, +/-10%,1206/3216,200Vdc,C0G,1.4mm,Features Normal
CL31C151JCCNNW,General,150pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL05C131JB5NNN,General,130pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C131JB5NNW,General,130pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03B121KA3NNN,General,120pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL10C121JB8NNW,General,120pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C121KB5NNW,General,120pF, +/-10%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10B121KB8NNN,General,120pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B121KB8NNW,General,120pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31C121JHFNNW,General,120pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C121JBCNNW,General,120pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C121JIHNNW,General,120pF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL05C121JB5NNW,General,120pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C121JGFNNW,General,120pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL10C121JB8N4N,General,120pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C121JB8NCN,General,120pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C121JB8NFN,General,120pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C121JBCNNN,General,120pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C121JB5NNN,General,120pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03B121KA3NNW,General,120pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL03B121KO3NNW,General,120pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL31C121JGFNNN,General,120pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C121JHFNNN,General,120pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C121JA5NNW,General,120pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL10C121JB8NNN,General,120pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C121JC8NNW,General,120pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL10C111JB8NNW,General,110pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C111JB8NNN,General,110pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C101JB8NFN,General,100pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C101JGFNNN,General,100pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C101JHFNFN,General,100pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C101JJHNNW,General,100pF, +/-5%,1206/3216,2000Vdc,C0G,1.8mm,Features Normal
CL03C101JB3NNW,General,100pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL10C101KB8NNW,General,100pF, +/-10%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C101GB8NNW,General,100pF, +/-2%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C101JB8NNN,General,100pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C101JB8NNW,General,100pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C101JC8N4N,General,100pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03B101KA3NNW,General,100pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL03C101JA3NNN,General,100pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C101JGFNNW,General,100pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C101JIFNNN,General,100pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C101JIFNNW,General,100pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C101JBCNNW,General,100pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C101JJHNNN,General,100pF, +/-5%,1206/3216,2000Vdc,C0G,1.8mm,Features Normal
CL05C101JB5NNW,General,100pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C101JO5NNW,General,100pF, +/-5%,0402/1005,16Vdc,C0G,0.55mm,Features Normal
CL31C101GGFNNW,General,100pF, +/-2%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C101JBCNFN,General,100pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C101JO5NNN,General,100pF, +/-5%,0402/1005,16Vdc,C0G,0.55mm,Features Normal
CL10C101JC8NNW,General,100pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03C101JB3NNN,General,100pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL10C101JB8N4N,General,100pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10B101KB8NFN,General,100pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B101KB8NNW,General,100pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05C101JB5NCN,General,100pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C101GB3NNN,General,100pF, +/-2%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL03B101KO3NNW,General,100pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL05C101JB5N4N,General,100pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C101JB5NNN,General,100pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C101JC5NNN,General,100pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL32C101JJFNNN,General,100pF, +/-5%,1210/3225,2000Vdc,C0G,1.45mm,Features Normal
CL10C101JB8NCN,General,100pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C101JA3NNW,General,100pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C101JC3NNN,General,100pF, +/-5%,0201/0603,100Vdc,C0G,0.33mm,Features Normal
CL05C101FB5NNW,General,100pF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C101JB5NFN,General,100pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C101JC5NNW,General,100pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL32C101JJFNNW,General,100pF, +/-5%,1210/3225,2000Vdc,C0G,1.45mm,Features Normal
CL31C101JGFNFN,General,100pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C101JHFNNN,General,100pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C101JHFNNW,General,100pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C101JA5NNW,General,100pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL03C101JC3NNW,General,100pF, +/-5%,0201/0603,100Vdc,C0G,0.33mm,Features Normal
CL31C101JIFNFN,General,100pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C101JCCNNW,General,100pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL10C101FB8NNW,General,100pF, +/-1%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03A101KA3NNW,General,100pF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL10C101JC8NNN,General,100pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05C910JB5NNN,General,91pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C910JB5NNW,General,91pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C910JB8NNN,General,91pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C910JB8NNW,General,91pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C910JB8NCN,General,91pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C820JB5NNW,General,82pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C820JIFNNW,General,82pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C820JHFNNW,General,82pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C820JB8NFN,General,82pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C820JC5NNW,General,82pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C820JB5NCN,General,82pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C820JB5NNN,General,82pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C820GB3NNN,General,82pF, +/-2%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C820JBCNNN,General,82pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C820JBCNNW,General,82pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL10C820GB8NNW,General,82pF, +/-2%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C820JB8NNW,General,82pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C820JA3NNW,General,82pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C820JA3NNN,General,82pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C820JA5NNN,General,82pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C820JA5NNW,General,82pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C820JC5NNN,General,82pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL10C820JC8NNW,General,82pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05C750JB5NNN,General,75pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C750JBCNNW,General,75pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C750JB5NNW,General,75pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C750JBCNNN,General,75pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL10C680JB8NNN,General,68pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C680JGFNNN,General,68pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL05C680JB5NNW,General,68pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C680JB5NCN,General,68pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C680JGFNNW,General,68pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C680JIFNFN,General,68pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C680JDFNNW,General,68pF, +/-5%,1206/3216,200Vdc,C0G,1.4mm,Features Normal
CL31C680JIFNNW,General,68pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C680JIFNW6,General,68pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL03C680JA3NNN,General,68pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C680JB8N4N,General,68pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C680JB8NNW,General,68pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C680JC8NNN,General,68pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05C680JB5NNN,General,68pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C680JC5NNN,General,68pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL31C680JHFNNN,General,68pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C680JHFNNW,General,68pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C680JB8NFN,General,68pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C680JC8NNW,General,68pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03C680JA3NNW,General,68pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C680JB8NCN,General,68pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C680JB5NFN,General,68pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C680JA5NNW,General,68pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C680JC5NNW,General,68pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL31C680JIFNNN,General,68pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL05C620JB5NCN,General,62pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C620JB5NNW,General,62pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C620JB5NNN,General,62pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C620JB8NNN,General,62pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C620JB8NNW,General,62pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C560JBCNNN,General,56pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C560JA5NNW,General,56pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL03C560GB3NNN,General,56pF, +/-2%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL03C560JA3NNN,General,56pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C560JBCNNW,General,56pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C560FB5NNW,General,56pF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C560JB5NNN,General,56pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C560JB5NNW,General,56pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C560JC8NNW,General,56pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03C560JA3NNW,General,56pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C560JB8NFN,General,56pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C560JB8NNN,General,56pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C560JB8NNW,General,56pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C560JHFNNW,General,56pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C560JA5NNN,General,56pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL10C510JB8NNW,General,51pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C510JBCNNW,General,51pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL10C510JB8NNN,General,51pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C510JBCNNN,General,51pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C510JB5NNW,General,51pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C470JB8NNW,General,47pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C470JB5NNW,General,47pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C470JIFNNW,General,47pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C470JJHNNN,General,47pF, +/-5%,1206/3216,2000Vdc,C0G,1.8mm,Features Normal
CL31C470JJHNNW,General,47pF, +/-5%,1206/3216,2000Vdc,C0G,1.8mm,Features Normal
CL31C470JHFNNW,General,47pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C470JB5N4N,General,47pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C470JC8NNW,General,47pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL10C470JB8NNN,General,47pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C470JCCNNN,General,47pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL05C470JA5NNW,General,47pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C470JC5NNW,General,47pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C470JC5NNN,General,47pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL03C470JA3NNW,General,47pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C470FB5NNW,General,47pF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C470JB8NCN,General,47pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C470JGFNFN,General,47pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL03C470JC3NNN,General,47pF, +/-5%,0201/0603,100Vdc,C0G,0.33mm,Features Normal
CL31C470JIFNW6,General,47pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
